"","all.production","swh.production","pch.production"
"1",211.032519750556,278.709584826726,-67.6770650761694
"2",58.3285856624517,58.3285856624517,0
"3",57.3084390794864,57.2759112312756,0.0325278482107147
"4",435.425926378703,451.708286143652,-16.2823597649485
"5",69.6317052113336,69.6317052113336,0
"6",112.996124277001,112.980066626937,0.0160576500642117
"7",466.835951609286,479.613129702654,-12.7771780933672
"8",432.262914837119,361.874066621424,70.3888482156951
"9",686.098215014157,697.854477958213,-11.7562629440561
"10",767.571144455147,602.66722525375,164.903919201397
"11",74.1973153712283,74.1973153712283,0
"12",77.7524011382893,77.7524011382893,0
"13",218.576735844726,291.62665781955,-73.0499219748238
"14",549.242000291793,438.899158350307,110.342841941486
"15",77.6969969878738,77.6969969878738,0
"16",13.9572118438103,13.9572118438103,0
"17",83.5936459023881,83.5936459023881,0
"18",636.433717494285,558.368169699453,78.0655477948328
"19",518.384023195804,408.459612325346,109.924410870458
"20",247.296056922964,215.438481821564,31.8575751014003
"21",181.875446005712,181.875446005712,0
"22",681.413111490846,693.276238782655,-11.8631272918091
"23",211.939063761501,282.953526985089,-71.0144632235877
"24",57.9038606732743,57.9174807136722,-0.0136200403978765
"25",-1.83577432090134,-1.83577432090134,0
"26",58.2288153125688,58.2288153125688,0
"27",364.788433514822,383.484876301901,-18.6964427870791
"28",-0.861216677153483,-0.861216677153483,0
"29",16.7636787569661,16.7636787569661,0
"30",210.971909075272,278.640247564415,-67.6683384891433
"31",58.3825629298348,58.3825629298348,0
"32",632.064398609733,543.406769210296,88.6576293994364
"33",288.255252283071,135.626843657411,152.62840862566
"34",58.2063557917601,58.2063557917601,0
"35",677.856003591809,572.261475237114,105.594528354695
"36",89.3037884294352,89.3037884294352,0
"37",169.422057839496,74.1885318263522,95.2335260131433
"38",194.972277065457,189.988623394131,4.98365367132679
"39",228.302182232398,103.506024741238,124.79615749116
"40",121.223064928992,121.223064928992,0
"41",167.455712793038,225.195993556071,-57.7402807630335
"42",445.332353263351,465.087825350664,-19.7554720873128
"43",172.003380865249,241.120137237391,-69.1167563721416
"44",549.157452001249,483.170086961878,65.9873650393703
"45",216.16750595831,215.601970670431,0.565535287879098
"46",685.5192315101,697.288700695544,-11.7694691854441
"47",11.811582327437,43.7719563745838,-31.9603740471467
"48",212.388603119312,213.545595506518,-1.15699238720561
"49",16.4589790969978,16.4589790969978,0
"50",83.3000837807156,83.3000837807156,0
"51",284.027915912262,250.439930872879,33.5879850393831
"52",285.423459249742,140.114502584978,145.308956664764
"53",316.445517058866,267.844597018049,48.6009200408163
"54",329.126844275501,341.133692987249,-12.0068487117484
"55",385.285450110006,259.349451285018,125.935998824989
"56",193.753261569626,189.647725231882,4.10553633774405
"57",58.1835119161501,58.1835119161501,0
"58",113.164980124139,113.164980124139,0
"59",200.560575356299,198.697761402964,1.8628139533354
"60",568.279267240322,511.280603243404,56.9986639969186
"61",396.634298293187,342.472358549685,54.1619397435014
"62",670.637995201539,676.852923603257,-6.21492840171801
"63",34.7308194994438,49.6302515734974,-14.8994320740536
"64",611.420014042791,621.422345483868,-10.0023314410778
"65",135.316131151496,135.542217410084,-0.226086258587975
"66",157.126018945534,176.169204082805,-19.0431851372701
"67",685.257586224276,559.059617257994,126.197968966282
"68",350.168782384712,361.640476435211,-11.4716940504985
"69",75.3152145269625,75.3152145269625,0
"70",69.6450630419237,69.6450630419237,0
"71",198.19744890839,196.334395745593,1.86305316279619
"72",175.864692496137,194.121826648725,-18.2571341525878
"73",142.514750631949,145.950564713322,-3.43581408137296
"74",388.476365772406,385.059378646198,3.41698712620718
"75",173.943102538889,173.943102538889,0
"76",608.713372516683,621.904736218009,-13.1913637013267
"77",58.386339874605,58.386339874605,0
"78",588.381693770366,528.558476370542,59.8232173998236
"79",245.037042728826,203.292253571941,41.7447891568847
"80",114.474254938039,114.474254938039,0
"81",193.501541209594,189.394433604367,4.10710760522695
"82",371.209577049728,310.5515403914,60.6580366583272
"83",200.895019184961,200.216164214885,0.67885497007584
"84",733.867213334299,632.745048294603,101.122165039696
"85",53.8264136200829,53.8264136200829,0
"86",153.877437564973,153.877437564973,0
"87",112.90568034207,112.90568034207,0
"88",599.761686533259,523.525289683309,76.2363968499495
"89",58.3940754866351,58.3940754866351,0
"90",444.192502513558,381.549218845918,62.6432836676396
"91",231.248028015515,231.248028015515,0
"92",58.377095880064,58.377095880064,0
"93",53.6862521518322,53.6862521518322,0
"94",629.814158319806,523.179895674803,106.634262645003
"95",368.555180581247,314.173661284431,54.3815192968153
"96",175.449555061384,183.513467486238,-8.06391242485358
"97",106.008295307977,94.3339098713957,11.6743854365809
"98",73.8871968182767,73.8871968182767,0
"99",86.8900833352555,86.8900833352555,0
"100",16.8476332287127,16.8476332287127,0
"101",227.768625078733,103.534402515737,124.234222562996
"102",400.988688802642,350.043663896666,50.9450249059764
"103",210.998662348701,278.67085284014,-67.6721904914386
"104",58.3440922230212,58.3440922230212,0
"105",550.659570495708,443.656590072087,107.002980423621
"106",134.836621571102,135.088963638213,-0.252342067110465
"107",270.725036779225,227.469522173927,43.2555146052984
"108",174.878796352578,174.878796352578,0
"109",58.223422628532,58.223422628532,0
"110",218.741605662142,221.212258435574,-2.47065277343203
"111",65.738450817543,65.631040100629,0.107410716914037
"112",16.8008937544902,16.8008937544902,0
"113",124.143053994987,124.143053994987,0
"114",230.316304392265,300.038686173218,-69.7223817809524
"115",548.795814005457,482.702478208934,66.0933357965233
"116",228.649738057832,299.259840294616,-70.6101022367845
"117",209.580984661363,287.68776913953,-78.1067844781672
