"","JD","hw.reg","mid.reg","ms.reg"
"466",233.5,18.2583148569204,19.5998126659125,25.1053879976686
"467",234,14.9756843814903,15.1754067348432,21.4277809081459
"468",234.5,18.1920778856888,19.5280331886332,25.0074172625419
"469",235,14.919741638701,15.1181920697117,21.3404058433796
"470",235.5,18.1208768830318,19.4508743050451,24.9021042561897
"471",236,14.8597466356076,15.0568206065612,21.2467185399871
"472",236.5,18.0447774519844,19.3684071076437,24.7895460116956
"473",237,14.7957594210122,14.9913533490437,21.1468133436033
"474",237.5,17.9638645913255,19.280723707644,24.6698682502799
"475",238,14.7278512959681,14.9218632624429,21.0408015583495
"476",238.5,17.8782281487698,19.1879214709412,24.5432038651968
"477",239,14.6560959859966,14.8484259393822,20.928798074364
"478",239.5,17.7879579720319,19.0900977634305,24.4096857497006
"479",240,14.580568741602,14.7711183972918,20.8109203467593
"480",240.5,17.6931486660602,18.9873551063112,24.269453833443
"481",241,14.5013532918372,14.6900259304799,20.6872996087445
"482",241.5,17.5939138647363,18.879816641999,24.1226761916657
"483",242,14.4185444052052,14.6052455686696,20.5580837312983
"484",242.5,17.4903719591758,18.7676106682136,23.9695279360079
"485",243,14.3322404503405,14.5168780605091,20.4234261581481
"486",243.5,17.3826451510487,18.650869612085,23.8101898142787
"487",244,14.242546587214,14.4250307844447,20.2834913693077
"488",244.5,17.2708708842435,18.5297424183839,23.6448651189684
"489",245,14.1495768184211,14.3298205190163,20.1384571716815
"490",245.5,17.1551904132039,18.4043821612909,23.4737627787372
"491",246,14.0534470518342,14.2313661074688,19.988504190259
"492",246.5,17.0357449923731,18.2749419149871,23.2970917222454
"493",247,13.9542735439782,14.1297867187963,19.8338136364519
"494",247.5,16.912676963826,18.1415759322941,23.1150624868627
"495",248,13.8521744898016,14.0252034143095,19.6745698717146
"496",248.5,16.7861330201628,18.004443180598,22.927892044797
"497",249,13.7472706081681,13.9177399383502,19.510961061343
"498",249.5,16.6562609416153,17.8637038059258,22.7357989769658
"499",250,13.6396833631821,13.8075208127742,19.3431765137785
"500",250.5,16.5232091367674,17.7195186352353,22.5390027936785
"501",251,13.5295353388245,13.6946716526768,19.1714073573219
"502",251.5,16.3871285276114,17.572051219207,22.3377267228136
"503",252,13.4169505772058,13.5793196232078,18.9958469178495
"504",252.5,16.2481706644922,17.4214657894525,22.1321949216414
"505",253,13.3020538794706,13.4615926456179,18.8166897341707
"506",253.5,16.1064884855031,17.2679280814545,21.9226336000438
"507",254,13.1849725200693,13.3416210556337,18.6341343643503
"508",254.5,15.9622404797317,17.11160984618,21.7092771783475
"509",255,13.0658369938077,13.219538612359,18.4483842199125
"510",255.5,15.8155865240145,16.9526843384674,21.4923621294904
"511",256,12.9447784893658,13.0954798268336,18.2596437386876
"512",256.5,15.6666864951878,16.7913248131551,21.2721249264104
"513",257,12.8219285350109,12.9695795273767,18.0681179296808
"514",257.5,15.5157013294416,16.6277056730785,21.0488036089295
"515",258,12.6974205470366,12.8419743854252,17.8740148700414
"516",258.5,15.3627962003799,16.4620059130609,20.8226424844054
"517",259,12.5713904000305,12.7128036856897,17.6775463418616
"518",259.5,15.2081373409605,16.2944056759226,20.5938874270797
"519",260,12.4439753573765,12.5822080895626,17.4789263556876
"520",260.5,15.0518936641906,16.1250880087918,20.3627882752401
"521",261,12.315317458959,12.4503329213235,17.2783766841356
"522",261.5,14.8942448032747,15.9542475760273,20.1296107233589
"523",262,12.1855649638804,12.3173301165506,17.0761284729257
"524",262.5,14.7353730714672,15.7820819462957,19.8946244299548
"525",263,12.0548660932668,12.1833517754961,16.872412532046
"526",263.5,14.5754564833036,15.6087840298415,19.6580926953354
"527",264,11.9233614068806,12.0485425192818,16.6674472213578
"528",264.5,14.4146558584453,15.4345281032208,19.4202533869663
"529",265,11.7911814890462,11.9130363647053,16.4614358665457
"530",265.5,14.2531277178353,15.2594837845676,19.1813380141018
"531",266,11.6584547747287,11.7769649993534,16.2545786141891
"532",266.5,14.0910285824164,15.083820692016,18.9415780859967
"533",267,11.5253062491806,11.6404568877126,16.0470698085574
"534",267.5,13.9285042116427,14.9076967817228,18.7011891946474
"535",268,11.3918417180601,11.5036217708806,15.8390726260503
"536",268.5,13.765657319013,14.7312233619367,18.4603232630178
"537",269,11.2581420143354,11.3665428429007,15.6307126062413
"538",269.5,13.6025798565374,14.554500078929,18.2191162968137
"539",270,11.1242798313364,11.2292948891666,15.4221026897005
"540",270.5,13.4393551697688,14.3776172523522,17.9776915719779
"541",271,10.9903125235904,11.0919377211172,15.2133308906208
"542",271.5,13.2760321784314,14.2006278953827,17.7361214454022
"543",272,10.8562774738165,10.9545099192926,15.0044551232956
"544",272.5,13.1126511957927,14.0235756945781,17.4944655442157
"545",273,10.7222077615055,10.817045400923,14.7955269371365
"546",273.5,12.9492525351199,13.8465043364959,17.2527834955475
"547",274,10.565398294766,10.658333587543,14.548352978001
"548",274.5,12.7149440544121,13.592589642714,16.9062191271211
"549",275,10.3808944886868,10.4684508833257,14.2617908997131
"550",275.5,12.5048449229616,13.3649100620818,16.5954626723051
"551",276,10.2061729584182,10.2895158957755,13.9892265749865
"552",276.5,12.2875009938749,13.1293794614279,16.2739904776679
"553",277,10.0278290293315,10.1066553982143,13.7113043803492
"554",277.5,12.0701570647881,12.893848860774,15.9525182830306
"555",278,9.895933076607,9.9671916988093,13.5115062505911
"556",278.5,11.9977090884259,12.815338660556,15.8453608848182
"557",279,9.76681313570139,9.84114300238807,13.3016794217267
"558",279.5,11.7079171829769,12.5012978596841,15.4167312919685
"559",280,9.53831082552487,9.60600836527109,12.9467413085195
"560",280.5,11.4471044680728,12.2186611388994,15.0309646584038
"561",281,9.37771328343737,9.43648208607726,12.7030773495657
"562",281.5,11.3529220988019,12.116597878616,14.8916600407277
"563",282,9.30043091416645,9.35724253713409,12.5826443985563
"564",282.5,11.258739729531,12.0145346183326,14.7523554230515
"565",283,9.22547094371365,9.28017282809874,12.4661176507907
"566",283.5,11.1718021578963,11.920322378071,14.6237665451966
"567",284,9.15181097326084,9.20485878916647,12.3510425696919
"568",284.5,11.0776197886254,11.8182591177877,14.4844619275205
"569",285,9.07452860398993,9.12561924022331,12.2306096186824
"570",285.5,10.9834374193545,11.7161958575043,14.3451573098443
"571",286,8.99956863353712,9.04854953118795,12.1140828709169
"572",286.5,10.8964998477198,11.6219836172427,14.2165684319894
"573",287,8.92590866308432,8.97323549225568,11.999007789818
"574",287.5,10.8023174784489,11.5199203569594,14.0772638143133
"575",288,8.85094869263151,8.89616578322033,11.8824810420525
"576",288.5,10.7153799068142,11.4257081166978,13.9486749364584
"577",289,8.77728872217871,8.82085174428806,11.7674059609537
"578",289.5,10.6211975375432,11.3236448564144,13.8093703187823
"579",290,8.7023287517259,8.74378203525271,11.6508792131881
"580",290.5,10.5342599659086,11.2294326161528,13.6807814409274
"581",291,8.6286687812731,8.66846799632044,11.5358041320893
"582",291.5,10.4400775966376,11.1273693558695,13.5414768232512
"583",292,8.55370881082029,8.59139828728508,11.4192773843238
"584",292.5,10.3531400250029,11.0331571156079,13.4128879453963
"585",293,8.48004884036749,8.51608424835282,11.3042023032249
"586",293.5,10.258957655732,10.9310938553245,13.2735833277202
"587",294,8.40508886991468,8.43901453931746,11.1876755554594
"588",294.5,10.1720200840973,10.836881615063,13.1449944498653
"589",295,8.33375129827999,8.365870340293,11.0765066776045
"590",295.5,10.0850825124626,10.7426693748014,13.0164055720104
"591",296,8.26009132782719,8.29055630136074,10.9614315965056
"592",296.5,9.99090014319173,10.640606114518,12.8771009543342
"593",297,8.18513135737438,8.21348659232538,10.8449048487401
"594",297.5,9.90396257155704,10.5463938742564,12.7485120764793
"595",298,8.11379378573969,8.14034239330092,10.7337359708852
"596",298.5,9.81702499992234,10.4521816339949,12.6199231986244
"597",299,8.042456214105,8.06719819427646,10.6225670930303
"598",299.5,9.73008742828765,10.3579693937333,12.4913343207695
"599",300,7.96879624365219,7.9918841553442,10.5074920119315
"600",300.5,9.63590505901673,10.2559061334499,12.3520297030934
"601",301,7.89383627319939,7.91481444630884,10.3909652641659
"602",301.5,9.54896748738204,10.1616938931884,12.2234408252385
"603",302,7.8224987015647,7.84167024728438,10.279796386311
"604",302.5,9.46202991574735,10.0674816529268,12.0948519473836
"605",303,7.75116112993,7.76852604825992,10.1686275084561
"606",303.5,9.37509234411266,9.97326941266522,11.9662630695287
"607",304,7.68214595711342,7.69755168914327,10.0613648338452
"608",304.5,9.29539957011419,9.88690819242544,11.848389931495
"609",305,7.61443078429684,7.62833300012971,9.95555382590092
"610",305.5,9.2084619984795,9.79269595216387,11.7198010536401
"611",306,7.54309321266215,7.55518880110525,9.84438494804602
"612",306.5,9.12152442684481,9.6984837119023,11.5912121757852
"613",307,7.47175564102746,7.48204460208079,9.73321607019112
"614",307.5,9.03458685521011,9.60427147164073,11.4626232979303
"615",308,7.40274046821088,7.41107024296414,9.62595339558017
"616",308.5,8.95489408121164,9.51791025140095,11.3447501598967
"617",309,7.3350252953943,7.34185155395058,9.52014238763589
"618",309.5,8.86795650957695,9.42369801113938,11.2161612820418
"619",310,7.26601012257772,7.27087719483392,9.41287971302494
"620",310.5,8.78826373557848,9.3373367908996,11.0982881440081
"621",311,7.20061734857925,7.20382834572817,9.31097490832462
"622",311.5,8.70857096158002,9.25097557065983,10.9804150059745
"623",312,7.13522457458078,7.13677949662242,9.20907010362429
"624",312.5,8.62887818758155,9.16461435042005,10.8625418679408
"625",313,7.06983180058231,7.06973064751666,9.10716529892397
"626",313.5,8.54918541358308,9.07825313018028,10.7446687299071
"627",314,7.00443902658384,7.00268179841091,9.00526049422364
"628",314.5,8.46949263958461,8.99189190994051,10.6267955918735
"629",315,6.93904625258538,6.93563294930515,8.90335568952332
"630",315.5,8.38979986558614,8.90553068970073,10.5089224538398
"631",316,6.87597587740502,6.87075394010721,8.80535708806694
"632",316.5,8.3173518892239,8.82702048948275,10.4017650556274
"633",317,6.81420550222466,6.80763060101235,8.70881015327724
"634",317.5,8.23765911522543,8.74065926924298,10.2838919175937
"635",318,6.75113512704431,6.7427515918144,8.61081155182087
"636",318.5,8.16521113886319,8.662149069025,10.1767345193813
"637",319,6.69168715068206,6.68179809262735,8.51817082027512
"638",319.5,8.09276316250094,8.58363886880703,10.0695771211689
"639",320,6.63223917431982,6.6208445934403,8.42553008872937
"640",320.5,8.0203151861387,8.50512866858905,9.9624197229565
"641",321,6.57279119795758,6.55989109425326,8.33288935718362
"642",321.5,7.94786720977645,8.42661846837107,9.85526232474408
"643",322,6.51334322159533,6.49893759506621,8.24024862563787
"644",322.5,7.87541923341421,8.34810826815309,9.74810492653166
"645",323,6.4562176440512,6.44015393578696,8.15151409733607
"646",323.5,7.81021605468819,8.27744908795692,9.65166326814049
"647",324,6.40039206650707,6.38312594661081,8.06423123570094
"648",324.5,7.73776807832595,8.19893888773894,9.54450586992807
"649",325,6.34326648896294,6.32434228733157,7.97549670739915
"650",325.5,7.67256489959993,8.12827970754276,9.44806421153689
"651",326,6.29208570905503,6.27165397797103,7.89602625225193
"652",326.5,7.61460651851013,8.06547154736838,9.36233829296696
"653",327,6.24220492914712,6.22072133871359,7.81800746377137
"654",327.5,7.54940333978411,7.9948123671722,9.26589663457578
"655",328,6.1887017504211,6.16586318944524,7.7346308053802
"656",328.5,7.4842001610581,7.92415318697602,9.16945497618461
"657",329,6.1375209705132,6.1131748800847,7.65516035023298
"658",329.5,7.4262417799683,7.86134502680164,9.08372905761468
"659",330,6.0899625894234,6.06441208073506,7.58104776499638
"660",330.5,7.3682833988785,7.79853686662726,8.99800313904474
"661",331,6.04240420833361,6.01564928138543,7.50693517975978
"662",331.5,7.31032501778871,7.73572870645287,8.91227722047481
"663",332,5.99484582724381,5.96688648203579,7.43282259452318
"664",332.5,7.25236663669891,7.67292054627849,8.82655130190488
"665",333,5.94960984497213,5.92029352259395,7.36261621253053
"666",333.5,7.20165305324534,7.61796340612591,8.75154112315618
"667",334,5.90799626151856,5.87762607316302,7.2977677004485
"668",334.5,7.15093946979177,7.56300626597332,8.67653094440749
"669",335,5.86638267806499,5.83495862373208,7.23291918836648
"670",335.5,7.1002258863382,7.50804912582074,8.6015207656588
"671",336,5.82476909461142,5.79229117430115,7.16807067628445
"672",336.5,7.04951230288463,7.45309198566816,8.52651058691011
"673",337,5.78315551115785,5.74962372487022,7.10322216420243
"674",337.5,6.99879871943106,7.39813484551557,8.45150040816142
"675",338,5.74386432652239,5.70912611534709,7.04227985536436
"676",338.5,6.95532993361372,7.35102872538479,8.38720596923397
"677",339,5.70819554070504,5.67255401583486,6.98669541643691
"678",339.5,6.91186114779637,7.303922605254,8.32291153030652
"679",340,5.6725267548877,5.63598191632263,6.93111097750946
"680",340.5,6.86839236197902,7.25681648512321,8.25861709137906
"681",341,5.63685796907035,5.5994098168104,6.87552653858201
"682",341.5,6.82492357616168,7.20971036499243,8.19432265245161
"683",342,5.60351158207111,5.56500755720598,6.82384830289851
"684",342.5,6.78869958798056,7.17045526488344,8.14074395334541
"685",343,5.57378759388999,5.53453080761245,6.77752793712564
"686",343.5,6.75247559979943,7.13120016477445,8.0871652542392
"687",344,5.54174120689076,5.50188421811112,6.72730136810881
"688",344.5,6.70900681398209,7.08409404464367,8.02287081531175
"689",345,5.51071721870964,5.4696517984145,6.67952933566927
"690",345.5,6.68002762343719,7.05268996455648,7.98000785602678
"691",346,5.48461562934663,5.44310055883188,6.63856683980701
"692",346.5,6.64380363525607,7.01343486444749,7.92642915692057
"693",347,5.45489164116551,5.41262380923835,6.59224647403414
"694",347.5,6.60757964707495,6.9741797643385,7.87285045781437
"695",348,5.4274900518025,5.38431689955263,6.54983231150522
"696",348.5,6.57860045653005,6.94277568425131,7.8299874985294
"697",349,5.4037108612576,5.35993549987781,6.51277601888691
"698",349.5,6.54962126598515,6.91137160416412,7.78712453924443
"699",350,5.3799316707127,5.335554100203,6.47571972626861
"700",350.5,6.52064207544025,6.87996752407693,7.74426157995946
"701",351,5.35847487898592,5.31334254043598,6.44256963689427
"702",351.5,6.49890768253158,6.85641446401153,7.71211436049574
"703",352,5.33831808725913,5.29288665077206,6.41087121418659
"704",352.5,6.46992849198668,6.82501038392434,7.66925140121077
"705",353,5.31686129553235,5.27067509100505,6.37772112481224
"706",353.5,6.44819409907801,6.80145732385895,7.63710418174705
"707",354,5.29670450380556,5.25021920134113,6.34602270210457
"708",354.5,6.41921490853311,6.77005324377176,7.59424122246208
"709",355,5.27524771207877,5.22800764157411,6.31287261273022
"710",355.5,6.39748051562444,6.74650018370636,7.56209400299836
"711",356,5.25973571798821,5.2118914317258,6.28898659651045
"712",356.5,6.38299092035199,6.73079814366277,7.54066252335587
"713",357,5.24552372389765,5.19753089198059,6.26655224695734
"714",357.5,6.36125652744332,6.70724508359738,7.50851530389215
"715",358,5.22768933098898,5.17924484222447,6.23876002749362
"716",358.5,6.33952213453464,6.68369202353198,7.47636808442842
"717",359,5.21217733689842,5.16312863237617,6.21487401127385
"718",359.5,6.32503253926219,6.66798998348839,7.45493660478594
"719",360,5.20028774162597,5.15093793253876,6.1963458649647
"720",360.5,6.31054294398975,6.65228794344479,7.43350512514346
"721",361,5.18839814635352,5.13874723270135,6.17781771865555
"722",361.5,6.2960533487173,6.6365859034012,7.41207364550097
"723",362,5.17650855108107,5.12655653286394,6.1592895723464
"724",362.5,6.28156375344485,6.6208838633576,7.39064216585849
"725",363,5.16461895580862,5.11436583302653,6.14076142603725
"726",363.5,6.2670741581724,6.60518182331401,7.36921068621601
"727",364,5.15272936053618,5.10217513318912,6.1222332797281
"728",364.5,6.25258456289995,6.58947978327041,7.34777920657352
"729",365,5.14316216408184,5.09215427325951,6.1076113366629
"730",365.5,6.24533976526373,6.58162876324861,7.33706346675228
