"","JD","hw.reg","mid.reg","ms.reg"
"201",101,7.15687096158,7.155380725299,9.24768333930779
"202",101.5,8.73030535448868,9.27452863072522,11.0125622254382
"203",102,7.19253974739735,7.19195282481123,9.30326777823524
"204",102.5,8.77377414030602,9.32163475085601,11.0768566643656
"205",103,7.23053093203281,7.23069476423127,9.36275842040665
"206",103.5,8.82448772375959,9.37659189100859,11.1518668431143
"207",104,7.26982211666827,7.27119237375439,9.42370072924472
"208",104.5,8.86795650957694,9.42369801113938,11.2161612820418
"209",105,7.30549090248561,7.30776447326662,9.47928516817217
"210",105.5,8.91142529539429,9.47080413127016,11.2804557209692
"211",106,7.34348208712107,7.34650641268666,9.53877581034357
"212",106.5,8.96213887884786,9.52576127142275,11.3554658997179
"213",107,7.36651648002974,7.37181514285515,9.57237469647396
"214",107.5,8.95489408121163,9.51791025140095,11.3447501598967
"215",108,7.39308526584709,7.39609755164573,9.61779746873475
"216",108.5,9.04907645048255,9.61997351168432,11.4840547775728
"217",109,7.45643324220933,7.46231806114205,9.7147932002805
"218",109.5,9.09979003393612,9.6749306518369,11.5590649563215
"219",110,7.49572442684479,7.50281567066518,9.77573550911857
"220",110.5,9.14325881975347,9.72203677196769,11.623359395249
"221",111,7.53139321266214,7.53938777017741,9.83131994804602
"222",111.5,9.18672760557081,9.76914289209848,11.6876538341764
"223",112,7.5693843972976,7.57812970959745,9.89081059021743
"224",112.5,9.23744118902438,9.82410003225106,11.7626640129251
"225",113,7.60867558193306,7.61862731912058,9.9517528990555
"226",113.5,9.28090997484173,9.87120615238185,11.8269584518526
"227",114,7.64666676656852,7.65736925854061,10.0112435412269
"228",114.5,9.3316235582953,9.92616329253443,11.9019686306012
"229",115,7.68828035002209,7.70003670797155,10.0760920533089
"230",115.5,9.38233714174887,9.98112043268701,11.9769788093499
"231",116,7.72757153465755,7.74053431749467,10.137034362147
"232",116.5,9.42580592756622,10.0282265528178,12.0412732482774
"233",117,7.765562719293,7.77927625691471,10.1965250043184
"234",117.5,9.47651951101979,10.0831836929704,12.1162834270261
"235",118,7.80717630274658,7.82194370634564,10.2613735164004
"236",118.5,9.52723309447336,10.138140833123,12.1912936057748
"237",119,7.83040095111753,7.84743019405151,10.2952924063554
"238",119.5,9.5205818048568,10.1309329840466,12.1814557203588
"239",120,7.84651704980439,7.86199088042518,10.3230738770805
"240",120.5,9.58123094755323,10.1966570604837,12.2711615294303
"241",121,7.89658319510963,7.91329766408572,10.4011315006465
"242",121.5,9.6428154209967,10.2633947332683,12.3622507809987
"243",122,7.94742406969592,7.96539813872909,10.4803973174909
"244",122.5,9.70535779015305,10.3311704555331,12.4547568507794
"245",123,7.99905827921315,8.01831137302814,10.5609003328124
"246",123.5,9.76888089987664,10.4000089837196,12.5487135284691
"247",124,8.0515045916858,8.07205660826696,10.6426697965277
"248",124.5,9.83340766499393,10.4699351500965,12.6441547072601
"249",125,8.1047818001669,8.12665311433982,10.725734993553
"250",125.5,9.89896096926867,10.5409737532705,12.7411142343998
"251",126,8.15890864234806,8.18212010709639,10.8101251188392
"252",126.5,9.96556357221345,10.6131494572003,12.8396257733564
"253",127,8.21390378383779,8.23847672575893,10.8958692586993
"254",127.5,10.0332382022781,10.6864868921824,12.9397229416534
"255",128,8.26978587471325,8.29574209271864,10.9829964764741
"256",128.5,10.1020075879124,10.7610106885135,13.0414393568145
"257",129,8.32657351440917,8.35393528305109,11.0715357503252
"258",129.5,10.1718942995857,10.8367453052902,13.1448084026948
"259",130,8.38428502080037,8.41307509696905,11.1615156008643
"260",130.5,10.2429202758446,10.9137145168094,13.2498625284767
"261",131,8.44293834515801,8.47317994496973,11.2529639961878
"262",131.5,10.3151072972553,10.9919419261681,13.3566339496742
"263",132,8.50255129482995,8.53426809128281,11.3459086783425
"264",132.5,10.3884769418234,11.0714509169529,13.4651545821951
"265",133,8.56314131615167,8.59635744771262,11.4403768027107
"266",133.5,10.4630499773119,11.1522639947094,13.575455143522
"267",134,8.62472538540436,8.65946542637539,11.5363948162468
"268",134.5,10.5388469689232,11.2344034454729,13.687566051531
"269",135,8.68732023517851,8.72360919657677,11.6339887765721
"270",135.5,10.6158880376057,11.317891073851,13.8015170670052
"271",136,8.750941806296,8.78880515468681,11.7331834546417
"272",136.5,10.6941915272927,11.4027467587407,13.9173353223538
"273",137,8.81560500866061,8.85506860116483,11.8340020676937
"274",137.5,10.7737753376634,11.4889898976114,14.0350472928926
"275",138,8.8813245300492,8.92241459575634,11.9364675044197
"276",138.5,10.854657368397,11.5766398879325,14.1546794539376
"277",139,8.94811485557424,8.99085800885552,12.0406023126358
"278",139.5,10.9368548869548,11.6657154420532,14.2762573456945
"279",140,9.01598934358164,9.06041261089126,12.1464272091024
"280",140.5,11.0203826319259,11.7562325318425,14.3998027679282
"281",141,9.08495988531687,9.13109061270092,12.253960699484
"282",141.5,11.1052547096812,11.8482064440491,14.5253365852935
"283",142,9.15503787653287,9.20290371496207,12.3632205201726
"284",142.5,11.1914846669993,11.9416518590043,14.652878834755
"285",143,9.22623371565242,9.27586264474459,12.4742227868452
"286",143.5,11.2790838122886,12.0365810313692,14.7824462425165
"287",144,9.29855650252973,9.34997674868357,12.5869816580809
"288",144.5,11.3680628943648,12.1330056093876,14.9140547070918
"289",145,9.37201472088874,9.4252547559652,12.7015103129102
"290",145.5,11.4584316128391,12.2309361043042,15.0477185751214
"291",146,9.44661498451491,9.5017035703155,12.8178188916133
"292",146.5,11.5501954705034,12.3303784793676,15.1834459857543
"293",147,9.5223614724501,9.57932750722229,12.935913865021
"294",147.5,11.6433589209449,12.4313375608275,15.3212435262665
"295",148,9.5992578391338,9.65813031367392,13.0558009280279
"296",148.5,11.7379264177507,12.5338181749335,15.4611177839339
"297",149,9.67730737342309,9.73811539509153,13.1774851606298
"298",149.5,11.8339012740622,12.6378239120603,15.6030736592053
"299",150,9.75651133162267,9.81928417269009,13.3009683398163
"300",150.5,11.9312822412367,12.743353419083,15.7471093052206
"301",151,9.83686832356295,9.90163525436751,13.426248254024
"302",151.5,12.030066930186,12.8504041070014,15.8932211882923
"303",152,9.91837593164884,9.98516620291538,13.5533210792753
"304",152.5,12.1302515255634,12.9589718412127,16.0414036651628
"305",153,10.0010291963459,10.0698720996485,13.6821788608049
"306",153.5,12.2318265069902,13.0690463047018,16.1916426542926
"307",154,10.084819848401,10.1557445075069,13.8128086557059
"308",154.5,12.3347809278292,13.180615634851,16.343921964572
"309",155,10.1697389054317,10.242774216629,13.9451964662863
"310",155.5,12.4391038414436,13.2936679690424,16.4982254048912
"311",156,10.255776820715,10.330951489884,14.0793273456501
"312",156.5,12.5447825407165,13.4081895368665,16.6545341802244
"313",157,10.3429209099235,10.4202635271682,14.2151812481264
"314",157.5,12.6517972766116,13.5241589367486,16.8128190798823
"315",158,10.4311544034295,10.5106931855258,14.3527319710084
"316",158.5,12.7601265396129,13.6415528593223,16.9730482892592
"317",159,10.5204592115955,10.602221957224,14.491951269952
"318",159.5,12.8697474483284,13.7603465085514,17.1351879646161
"319",160,10.6108147997673,10.6948289476708,14.6328069273306
"320",160.5,12.9806316338642,13.8805091417199,17.2991961456798
"321",161,10.7021974497703,10.7884898780531,14.775261927571
"322",161.5,13.0927493554503,14.0020085294419,17.4650288430431
"323",162,10.794582037138,10.8831790531897,14.9192770289211
"324",162.5,13.2060686251512,14.1248100071297,17.632638743529
"325",163,10.8879394324078,10.9788668681654,15.0648064812943
"326",163.5,13.3205484663685,14.2488691693891,17.801965238879
"327",164,10.9822352914319,11.0755181746284,15.2117966754512
"328",164.5,13.4361456553381,14.3741391756245,17.9729443970645
"329",165,11.0774341464797,11.1730966066262,15.3601923402672
"330",165.5,13.552816968296,14.5005731852401,18.1455122860567
"331",166,11.1734997276191,11.2715650487015,15.5099368553394
"332",166.5,13.6705166789844,14.6281216457457,18.3196012724027
"333",167,11.2703913048648,11.3708820314307,15.6609663524397
"334",167.5,13.7891890511717,14.756724157073,18.4951289169528
"335",168,11.3680623410433,11.4709999120965,15.813208211213
"336",168.5,13.9087758461327,14.8863176072595,18.672009079133
"337",169,11.4664644446848,11.5718691285998,15.9665869462824
"338",169.5,14.0292169439114,15.0168368456962,18.8501528358514
"339",170,11.5655458715086,11.6734368457799,16.1210216237724
"340",170.5,14.1504446996288,15.1482085671886,19.0294601339442
"341",171,11.6652505117228,11.7756455877488,16.276424730462
"342",171.5,14.2723895871748,15.2803574278956,19.2098281377295
"343",172,11.7655203257519,11.8784359351052,16.4327056981194
"344",172.5,14.3949789946963,15.4132047400274,19.3911494474196
"345",173,11.8662917744736,11.9817430997135,16.5897650214553
"346",173.5,14.5181279673657,15.5466584399979,19.5732984068026
"347",174,11.9674941581101,12.08549468135,16.7474924032169
"348",174.5,14.6417484646124,15.6806231202722,19.7561447955609
"349",175,12.0690552340117,12.1896166078165,16.9057752640983
"350",175.5,14.7657524458656,15.8150033733151,19.9395583933767
"351",176,12.1709018241085,12.2940339329427,17.0644994514456
"352",176.5,14.8900489524807,15.9497006293428,20.1234046638256
"353",177,12.2729555496126,12.3986666335441,17.2235423611592
"354",177.5,15.0145353535187,16.0846036695746,20.3075318060575
"355",178,12.3751312601683,12.5034274879659,17.3827711835783
"356",178.5,15.1391060999669,16.2195981129811,20.4917837031156
"357",179,12.4773412340817,12.6082266541945,17.5420490801319
"358",179.5,15.263652172952,16.354565818325,20.6759991057919
"359",180,12.5794915655222,12.7129682531753,17.7012291626954
"360",180.5,15.3880506741588,16.4893736035381,20.8599962358731
"361",181,12.6814802966366,12.8175478462044,17.8601524077846
"362",181.5,15.5121752354118,16.6238845263445,21.0435881828948
"363",182,12.7832037346416,12.9218591144735,18.0186572257896
"364",182.5,15.6358994885353,16.7579616444682,21.2265880363925
"365",183,12.8845573042814,13.0257949146722,18.1765805428093
"366",183.5,15.7590943124526,16.891465032378,21.4088048141008
"367",184,12.9854315239601,13.1292433138516,18.3337513118763
"368",184.5,15.8816195744829,17.0242428315212,21.5900312465523
"369",185,13.0857105238069,13.2320855880497,18.4899888581306
"370",185.5,16.0033323890442,17.1561402000898,21.7700559924787
"371",186,13.1852771529273,13.3342016108345,18.6451106313163
"372",186.5,16.12409016824,17.2870026188707,21.9486681509169
"373",187,13.2840147909747,13.4354717737027,18.7989349433465
"374",187.5,16.2437515149165,17.416676859031,22.1256585821241
"375",188,13.3818075084002,13.5357772024988,18.951281147249
"376",188.5,16.3621753296052,17.5450100143326,22.3008185866628
"377",189,13.4785394029159,13.6349990707698,19.1019686117075
"378",189.5,16.4792201335599,17.671848767523,22.4739389041076
"379",190,13.5740938962686,13.7330178921757,19.2508156069252
"380",190.5,16.5947429309228,17.7970381572908,22.644808030082
"381",191,13.6683535300675,13.8297132447523,19.3976390766336
"382",191.5,16.7086003465584,17.9204228113102,22.8132138992218
"383",192,13.7612006562832,13.9249645010281,19.5422556840701
"384",192.5,16.8206490053313,18.0418473572551,22.978944446163
"385",193,13.8525175360239,14.0186509486384,19.6844819396451
"386",193.5,16.930745248659,18.1611561156349,23.1417871862965
"387",194,13.9421859252267,14.1106513820628,19.8241335328383
"388",194.5,17.0387442841716,18.2781921782993,23.3015279580347
"389",195,14.0300869220728,14.2008438965583,19.961025161813
"390",195.5,17.1445010360521,18.3927983299332,23.4579521805451
"391",196,14.1161014160571,14.2891063712352,20.0949712024804
"392",196.5,17.2478702195907,18.504817128849,23.6108449640226
"393",197,14.200109924376,14.3753163217608,20.2257854257469
"394",197.5,17.3487057145048,18.6140902278684,23.7599901827714
"395",198,14.2819924794767,14.459350748493,20.3532808719439
"396",198.5,17.4468611916187,18.7204590534402,23.905171402123
"397",199,14.3616288150497,14.5410863570576,20.4772701000929
"398",199.5,17.5421897156008,18.8237643751361,24.046171290847
"399",200,14.438897584468,14.620398798459,20.5975639136414
"400",200.5,17.6345419264949,18.9238443350181,24.1827689314641
"401",201,14.5136760344821,14.6971622284011,20.7139709960888
"402",201.5,17.7237678581884,19.0205364182707,24.3147425099331
"403",202,14.5858411087646,14.7712504741491,20.8262995826537
"404",202.5,17.8097175445692,19.1136781100784,24.4418702122127
"405",203,14.6552699873738,14.8425375838259,20.9343583061483
"406",203.5,17.8922417569381,19.2031076947436,24.5639313149654
"407",204,14.7218411646181,14.9108988885434,21.0379579351113
"408",204.5,17.9711942162485,19.288666653039,24.6807094576684
"409",205,14.7854348460179,14.9762115385065,21.1369118170827
"410",205.5,18.0464293808672,19.3701972648551,24.7919893705029
"411",206,14.8459326055001,15.0383540175082,21.2310355264187
"412",206.5,18.1178048277567,19.4475451896324,24.8975603963475
"413",207,14.9032215750888,15.0972102352339,21.3201536696811
"414",207.5,18.185190608262,19.5205696050124,24.9972303288706
"415",208,14.9571961236991,15.1526717944985,21.4041017602913
"416",208.5,18.2484598923239,19.5891330681864,25.0908115744382
"417",209,15.0077534222837,15.204633148996,21.4827197082691
"418",209.5,18.3074897266495,19.6531023375083,25.17812227352
"419",210,15.0547975511376,15.2529954974169,21.5558586516861
"420",210.5,18.3621726650121,19.7123609759814,25.2590035030004
"421",211,15.0982415868284,15.2976696018806,21.6233832870711
"422",211.5,18.4124051379513,19.7667967477714,25.3333020738677
"423",212,15.1380005443069,15.3385683250875,21.6851611780049
"424",212.5,18.4580835760067,19.8162974170439,25.4008647971099
"425",213,15.1739906618997,15.37560567275,21.7410619457484
"426",213.5,18.4991082260779,19.860754883666,25.4615441284721
"427",214,15.2061349796166,15.4087022904787,21.7909662646626
"428",214.5,18.5353946005045,19.9000775903096,25.5152151027264
"429",215,15.234365393563,15.4377882382991,21.8347681563022
"430",215.5,18.566862027986,19.934178115348,25.5617583994018
"431",216,15.258616943902,15.4627967987794,21.8723665433086
"432",216.5,18.593433692582,19.962973215119,25.6010604004686
"433",217,15.2788315419874,15.4836679622406,21.9036715143763
"434",217.5,18.6150481997919,19.9863963578189,25.6330302976631
"435",218,15.2949600457702,15.5003512296256,21.9286066417908
"436",218.5,18.6316480104749,20.0043851896089,25.6575829851628
"437",219,15.3069552408819,15.5127981908593,21.9470983490583
"438",219.5,18.6431755854904,20.0168773566499,25.6746333571455
"439",220,15.3147713084376,15.5209617396813,21.9590754068462
"440",220.5,18.6495777389552,20.0238152226274,25.6841027466673
"441",221,15.3183701881176,15.5248023438509,21.9644791939061
"442",221.5,18.6508186980153,20.0251600213252,25.6859382422994
"443",222,15.3177239216008,15.524291209991,21.9632663139081
"444",222.5,18.646867043074,20.0208777040514,25.6800933714914
"445",223,15.3128076934784,15.5194028062945,21.9553982152204
"446",223.5,18.6376943688865,20.0109374886974,25.6665261202037
"447",224,15.3036020606499,15.5101168454777,21.9408450765012
"448",224.5,18.6232843276141,19.995321659488,25.6452123084396
"449",225,15.2900945750017,15.4964204762312,21.9195876186886
"450",225.5,18.6036235857702,19.9740157672311,25.6161322147129
"451",226,15.2722757387328,15.4783038288743,21.891611219288
"452",226.5,18.5787033117799,19.9470102413531,25.5792727762907
"453",227,15.2501440775465,15.4557648663834,21.8569142944294
"454",227.5,18.5485326817172,19.9143150257534,25.5346475654527
"455",228,15.223708564107,15.4288126573086,21.8155110050608
"456",228.5,18.5131253735681,19.8759449429499,25.482276813232
"457",229,15.1929804220348,15.3974587095091,21.7674188415071
"458",229.5,18.4724950653187,19.8319148154605,25.4221807506614
"459",230,15.1579723486141,15.3617159077023,21.7126577727496
"460",230.5,18.4266600320957,19.7822444476182,25.3543864083791
"461",231,15.1187052343532,15.3216051349462,21.6512610821989
"462",231.5,18.3756569375885,19.7269735710174,25.278948015444
"463",232,15.0752106377055,15.2771586147877,21.5832781311326
"464",232.5,18.3195270426273,19.6661468990676,25.1959266005199
"465",233,15.0275234571581,15.2284120347306,21.50876343234
